Class,Order,Family,Genus,Scientific_name
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_ornatus
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_paleovarzensis
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_peruvianus
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_picachos
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_pittieri
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_sanmartini
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_subfolionidificans
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_sumtuosus
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_talamancae
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_trilineatus
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_undulatus
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_vanzolinius
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_wayuu
Amphibia,Anura,Dendrobatidae,Allobates,Allobates_zaparo
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_altamazonica
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_andina
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_bassleri
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_berohoka
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_bilinguis
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_boliviana
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_braccata
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_cainarachi
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_erythromos
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_flavopicta
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_hahneli
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_ignipedis
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_ingeri
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_labialis
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_macero
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_maculata
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_parvula
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_pepperi
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_peruviridis
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_petersi
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_picta
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_planipaleae
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_pongoensis
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_pulchripecta
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_rubriventris
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_silverstonei
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_simulans
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_smaragdina
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_trivittata
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_yoshina
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega_yungicola
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_abditus
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_altobueyensis
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_bombetes
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_cassidyhornae
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_claudiae
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_daleswansoni
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_dorisswansonae
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_fulguritus
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_minutus
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_opisthomelas
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_tolimensis
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_viridis
Amphibia,Anura,Dendrobatidae,Andinobates,Andinobates_virolinensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_astralogaster
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_atopoglossus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_ayarzaguenai
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_baeobatrachus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_beebei
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_breweri
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_confusus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_degranvillei
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_guanayensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_isthminus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_kaiei
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_lacrimosus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_leopardus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_moffetti
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_murisipanensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_parimae
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_parkerae
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_praderioi
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_roraima
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_rufulus
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_shrevei
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_stepheni
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_surinamensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_tamacuarensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_tepuyensis
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_triunfo
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_verbeeksnyderorum
Amphibia,Anura,Dendrobatidae,Anomaloglossus,Anomaloglossus_wothuja
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_alboguttatus
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_cannatellai
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_capurinensis
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_duranti
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_ericksonae
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_haydeeae
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_inflexus
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_leopardalis
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_mayorgai
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_meridensis
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_molinarii
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_nocturnus
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_ornatissimus
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_orostoma
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_saltuensis
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_serranus
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_tokuko
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_walterarpi
Amphibia,Anura,Dendrobatidae,Aromobates,Aromobates_zippeli
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_agilis
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_alacris
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_argyrogaster
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_brachistriatus
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_dunni
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_dysprosium
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_fraterdanieli
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_fugax
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_furviventris
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_imbricolus
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_inguinalis
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_jacobuspetersi
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_latinasus
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_lynchi
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_mertensi
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_panamansis
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_poecilonotus
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_pratti
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_ramirezi
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_ruthveni
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_thorntoni
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_ucumari
Amphibia,Anura,Dendrobatidae,Colostethus,Colostethus_yaguara
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates_auratus
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates_leucomelas
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates_nubeculosus
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates_tinctorius
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates_truncatus
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_anthonyi
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_boulengeri
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_darwinwallacei
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_espinosai
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_machalilla
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_narinensis
Amphibia,Anura,Dendrobatidae,Epipedobates,Epipedobates_tricolor
Amphibia,Anura,Dendrobatidae,Excidobates,Excidobates_captivus
Amphibia,Anura,Dendrobatidae,Excidobates,Excidobates_condor
Amphibia,Anura,Dendrobatidae,Excidobates,Excidobates_mysteriosus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_abditaurantius
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_aeruginosus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_anthracinus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_awa
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_azureiventris
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_betancuri
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_bocagei
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_borjai
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_breviquartus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_cevallosi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_chlorocraspedus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_chocoensis
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_craspedoceps
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_delatorreae
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_edwardsi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_elachyhistus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_eleutherodactylus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_exasperatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_excisus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_faciopunctulatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_fallax
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_fascianigrus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_fuliginosus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_idiomelus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_infraguttatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_insulatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_italoi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_lehmanni
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_leucophaeus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_littoralis
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_maculosus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_maquipucuna
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_marmoreoventris
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_mittermeieri
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_mystax
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_nexipus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_parcus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_patitae
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_peculiaris
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_pinguis
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_pulchellus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_pulcherrimus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_pumilus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_ramosi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_ranoides
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_ruizi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_saltuarius
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_sauli
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_shuar
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_sordidatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_spilotogaster
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_subpunctatus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_sylvaticus
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_toachi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_utcubambensis
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_vergeli
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_vertebralis
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_whymperi
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus_yasuni
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_caquetio
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_collaris
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_cordilleriana
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_herminae
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_lamarcai
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_larandina
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_leonardoi
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_neblina
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_oblitterata
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_olmonae
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_orellana
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_riveroi
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_speeri
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_trinitatis
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_trujillensis
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_urticans
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_venezuelensis
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_vulcano
Amphibia,Anura,Dendrobatidae,Mannophryne,Mannophryne_yustizi
Amphibia,Anura,Dendrobatidae,Minyobates,Minyobates_steyermarki
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_arborea
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_granulifera
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_histrionica
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_lehmanni
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_occultator
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_pumilio
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_speciosa
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_sylvatica
Amphibia,Anura,Dendrobatidae,Oophaga,Oophaga_vicentei
Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates_aurotaenia
Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates_bicolor
Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates_lugubris
Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates_terribilis
Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates_vittatus
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_amazonica
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_benedicta
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_cyanovittata
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_defleri
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_fantastica
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_flavovittata
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_imitator
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_reticulata
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_sirensis
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_summersi
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_toraro
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_uakarii
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_vanzolinii
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_variabilis
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_ventrimaculata
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya_yavaricola
Amphibia,Anura,Dendrobatidae,Rheobates,Rheobates_palmatus
Amphibia,Anura,Dendrobatidae,Rheobates,Rheobates_pseudopalmatus
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_dalyi
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_erasmios
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_flotator
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_gutturalis
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_minima
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_minutissima
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_nubicola
Amphibia,Anura,Dendrobatidae,Silverstoneia,Silverstoneia_punctiventris
Amphibia,Anura,Dicroglossidae,Allopaa,Allopaa_barmoachensis
Amphibia,Anura,Dicroglossidae,Allopaa,Allopaa_hazarensis
Amphibia,Anura,Dicroglossidae,Chrysopaa,Chrysopaa_sternosignata
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_aloysii
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_cyanophlyctis
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_ehrenbergii
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_ghoshi
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_hexadactylus
Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis_mudigere
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_altilabris
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_andamanensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_asmati
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_assimilis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_brama
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_brevipalmata
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_cancrivora
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_caperata
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_chilapata
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_frithi
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_granosa
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_greenii
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_iskandari
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_kawamurai
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_keralensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_kirtisinghei
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_kudremukhensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_limnocharis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_modesta
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_modestus
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_moodiei
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_mudduraja
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_multistriata
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_murthii
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_mysorensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_nepalensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_nicobariensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_nilagirica
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_orissaensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_parambikulamana
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_pierrei
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_raja
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_rufescens
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_sahyadris
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_sakishimensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_sauriceps
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_sengupti
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_syhadrensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_teraiensis
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_triora
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_verruculosa
Amphibia,Anura,Dicroglossidae,Fejervarya,Fejervarya_vittigera
Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus_crassus
Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus_litoralis
Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus_occipitalis
Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus_rugulosus
Amphibia,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus_tigerinus
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_alpina
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_borealis
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_charlesdarwini
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_liui
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_mariae
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_medogensis
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_rajae
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_reticulata
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_tasanae
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_tenasserimensis
Amphibia,Anura,Dicroglossidae,Ingerana,Ingerana_xizangensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_acanthi
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_arathooni
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_asperatus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_bannaensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_blythii
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_dabanus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_dammermani
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_diuatus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_doriae
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_ferneri
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_finchi
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_fragilis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_fujianensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_grunniens
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_gyldenstolpei
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_hascheanus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_heinrichi
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_ibanorum
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_ingeri
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_isanensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_jarujini
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_kadarsani
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_kenepaiensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_khammonensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_khasianus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_kohchangae
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_kuhlii
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_laticeps
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_leporinus
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_leytensis
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_limborgi
Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes_macrocephalus
